2024; ;;;;;PARIS;;;Bretelles pour BP;;;;;SANEF;;;;SAPN;;;;COFIROUTE;;;;AGER NORD;;;;;;;;;;;;;;;;;;;;;AGER NORD et EST;;AGER EST;;;;;;;;;;;;;;;;;;;;;;AGER Est et Sud;;AGER SUD;;;;;;;;;;;;;;;;;;;;;;;;;;AGER OUEST;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;; ; ;; ;75BP Int;75BP Ext;autres;A1;A3;A4;A6b;A13;A1 Y;A1 W;A4San Y;A4San W;A13 Y;A13 W;A14 Y;A14 W;COFA86 Y;COFA86 W;A10COF Y;A10COF W;N184 Int;N184 Ext;N104N Int;N104N Ext;N1/A16;A115 Y;A115 W;A15 Y;A15 W;N14 Y;N14 W;N2_93 Y;N2_93 W;A104N Int;A104N Ext;A1 Y;A1 W;A3 Y;A3 W;A86 Nord Int;A86 Nord Ext;A86 Est Int;A86 Est Ext;N486 Pont W;N486 Pont Y;N1104 Int;N1104 Ext;N1104 Int;N1104 Ext;N2 Y;N2 W;N3 Y;N3 W;N4 Y;N4 W;A104 Est Int;A104 Est Ext;A4 Y;A4 W;N104 Est Int;N104 Est Ext;N19Y;N19W;N406Y;N406W;A86 SudEst Int;A86 SudEst Ext;N186 Int;N186 Ext;A86 Sud Int;A86 Sud Ext;A6A Y;A6A W;A6B Y;A6B W;A106Y;A106W;N7Y;N7W;N6 Y;N6 W;N104 SE Int;N104 SE Ext;N104 SO Int;N104 SO Ext;A6Y;A6W;A10Y;A10W;A126 Int;A126 Ext;N118 Sud Y;N118 Sud W;N118N Y;N118N W;A86 SO Int;A86 SO Ext;N10Y;N10W;N12Y;N12W;A12Y;A12W;A13 Y;A13 W;A13 Nord Y;A13 Nord W;N13 Y;N13 W;N186 Int;N186 Ext;N184O Int;N184O Ext;A15 Y;A15 W;N315Y;N315W;D914;A14 Y;A14 W;A86 NO Int;A86 NO Ext
;nuit  du; ;au;;;intérieur;extérieur;;A1;A3;A4;A6b;A13;;;;;;;;;;;;;PR0 a 19;PR19 a 0;PR0 a 25;PR25 a 0;;PR0 à 11;PR11 à 0;;;;;;;A3>77;77>A3;;;;;RD7/A3;A3/RD7;A3/A4;Ext.A4/A3;Int.;Ext.;int A1>N2;Ext N2>A1;int A1>N2;Ext N2>A1;;;A104/N330;;;;Int.N2>A4;Ext.A4>N2;;;Int.A4>N6;Ext.N6>A4;N406>N104;N104>N406;A86>N19;N19>A86;int A4>A6;ext A6>A4;PR46 a 49;PR49 a 46;int A6/N118;ext N118/A6;;;;;Y;W;Y;W;;;Int.A5a>A6;Ext.A6>A5a;Int.A6>N118;Ext.N118>A6;PR9 à 45;PR45 à 9;;;int.A6>A10;Ext.A10>A6;A86>A10;A10>A86;Sèvres>A86;A86>Sèvres;Int.PR52/63;Ext.PR63/52;A12>A10;A10>A12;A86>PR63;PR63>A86;;;BP/A12;A12/BP;A12/SAPN;SAPN/A12;;;;;;;Sud;;;;;N13 Neuilly;N13 Neuilly;int D913/D7;ext D7/D913
;mercredi;24;;jeudi;25;Villette>Lilas;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR12 à 27;PR27 à 0;0;0;SC PR11 à 0;0;0;0;0;0;0;A3>77;77>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;Bret  A4Y vers A86Int;0;0;0;PR16 à 19;PR19 à 16;0;N19>A86;0;A6>A4;0;0;0;0;BP>Hay;"PR4;2>BP";0;0;0;0;0;0;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;PR6 à 7;0;0;0;basculement Ablis PR44à40;0;0;VL PR60 à 58;0;0;PR 0 à 13;PR 8 à 0;0;0;0;0;0;0;PR12 à 14;PR14 à 12;0;0;0;0;0;0;0;0;D19>D914
;jeudi;25;;vendredi;26;Villette>Lilas;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR12 à 27;PR27 à 0;0;0;SC PR11 à 0;0;0;0;0;0;0;A3>77;77>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D34>N2;Bret  A4Y vers A86Int;0;0;0;PR16 à 19;PR19 à 16;0;N19>A86;0;A6>A4;0;0;0;0;0;"PR4;2>BP";0;0;0;0;0;0;0;0;0;0;0;0;PR9 à 28 RN440;0;0;Les Ulis> Wissous;0;PR6 à 1;0;0;PR6 à 7;0;0;0;basculement Ablis PR44à40;0;0;VL PR60 à 58;0;0;PR 8 à 0;PR 13 à 0;0;0;0;0;0;0;PR12 à 14;PR14 à 12;0;0;0;0;0;0;0;0;D19>D914
;ven;26;;sam;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;27;;dim;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;28;;lun;29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
mai;lundi;29;;mardi;30;Dauphine>Bagnolet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR14 à 19;0;0;0;0;0;0;0;0;0;0;0;0;A3>77;77>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A3>77;77>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;bretelle 4C A86 int >RN118 W;0;0;0;0;0;0;0;0;PR0 à 13;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;mardi;30;;mercredi;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 13;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;mercredi;1;;jeudi;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 13;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;jeudi;2;;vendredi;3;0;Bagnolet>Maillot;0;O;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR14 à 19;0;0;0;0;0;0;0;0;0;0;0;0;A3>77;77>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A3>77;77>A3;PR 0 à 5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;bretelle 4C A86 int >RN118 W;0;0;0;0;0;0;0;0;PR0 à 13;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;ven;3;;sam;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 13;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;4;;dim;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 13;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;5;;lun;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;6;;mardi;7;Lilas>Orléans;0;0;0;S;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A3>77;77>A3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A3>77;77>A3;PR 0 à 5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D913>A14;D914>D913
;mardi;7;;mercredi;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;mercredi;8;;jeudi;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;jeudi;9;;vendredi;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;ven;10;;sam;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;PR8 à 0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;11;;dim;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;12;;lun;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;13;;mardi;14;Saint Ouen>Lilas;Brancion>Montreuil;0;E;0;N;S;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;0;PR23 à 14;0;0;0;0;SC PR25 à 17;0;PR 25 à 24;0;0;0;0;Chapelle>SANEF;Roissy>Chapelle;0;0;0;0;A3>A4;0;0;0;0;"PR9;7 à 13;1";0;"PR9;7 à 13;1";0;0;0;0;0;0;0;0;0;PR13 à 7 Paris Nord;0;A5b>N4;0;0;0;0;0;0;PR46 à 49;0;0;0;0;0;0;PR6 à 0;Y;0;0;0;0;0;0;0;0;PR44 à 37;0;0;0;0;0;0;PR7 à 15;PR15 à 7;0;"PR2;5 à 0";0;0;"Pont PR48;8 N10XN191";0;0;0;PR0 à 7;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N13>A86;B5;D913>D992;0
;mardi;14;;mercredi;15;Dauphine>Bagnolet;0;0;E;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR23 à 14;0;0;0;0;SC PR25 à 17;0;PR 25 à 24;0;0;0;0;Chapelle>SANEF;Roissy>Chapelle;0;0;0;0;A3>A4;0;0;0;0;"PR9;7 à 13;1";0;"PR9;7 à 13;1";0;0;0;0;0;0;0;0;0;PR13 à 7;0;A5b>N4;0;0;0;0;0;0;PR46 à 49;0;0;0;0;0;0;PR6 à 0;Y;0;0;0;0;0;0;0;0;PR44 à 37;0;0;0;0;0;0;PR7 à 15;PR15 à 7;0;"PR2;5 à 0";0;0;"Pont PR48;8 N10XN191";0;0;0;PR0 à 7;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N13>A86 + Tunnel;B5;D913>D992;0
;mercredi;15;;jeudi;16;0;Bagnolet>Maillot;0;O;N;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;N104N Int>A1W;PR17 à 12;0;0;0;0;SC PR25 à 17;0;PR 25 à 24;0;0;0;0;Chapelle>ADP;SANEF>Chapelle;0;0;0;0;A3>A4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR13 à 7;0;A5b>N4;0;0;0;0;0;0;0;0;A6>N20;N20 > A6;0;0;0;PR6 à 0;Y;0;0;0;0;0;0;0;0;PR44 à 37;0;0;0;0;0;0;0;0;0;"PR2;5 à 0";Antony Fresnes;Antony Fresnes;"Pont PR48;8 N10XN191";0;0;0;PR0 à 7;0;PR0 à 8;"PR8;8 à 8";0;0;0;0;0;0;0;0;0;0;0;0;0;N13>A86;B5;D913>D992;0
;jeudi;16;;vendredi;17;0;Bagnolet>Maillot;VSB O;O;N;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;N104N Int>A1W;PR17 à 12;0;0;0;0;SC PR25 à 17;0;PR 25 à 24;0;0;0;0;Chapelle>ADP;SANEF>Chapelle;0;0;0;0;A3>A4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR13 à 0;0;A5b>N4;0;0;0;0;0;0;0;0;A6>N20;N20 > A6;0;0;0;PR6 à 0;Y;0;0;0;0;0;0;0;0;PR44 à 37;0;0;0;0;0;0;PR7 à 15;PR15 à 7;0;"PR2;5 à 0";Antony Fresnes;Antony Fresnes;"Pont PR48;8 N10XN191";0;0;0;PR0 à 7;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;N13>A86;B5;D913>D992;0
;ven;17;;sam;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;18;;dim;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;19;;lun;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;20;;mardi;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;mardi;21;;mercredi;22;Quai d’Issy>Muette Lilas>Orléans;0;0;0;S;0;0;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;"PR12;3 à 27";PR14 à 0;0;0;0;0;SC PR25 à 17;0;PR 25 à 24;0;0;0;0;0;0;Bagnolet>ADP;ADP>Bobigny;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR13 à 7 BPI;0;0;0;0;0;0;0;A6>N6;0;0;0;0;0;0;BP> Rungis;HA12N> BP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR63 à 60;0;0;0;PR28 à 18;0;0;PR0 à 8;"PR8;8 à 8";0;PR25 à 12;0;0;0;0;0;0;0;0;0;0;0;N13>A86;B5;D913>D13;0
;mercredi;22;;jeudi;23;0;Muette>A13 Brancion>Bagnolet;0;0;0;N;E;0;0;0;0;0;0;0;0;0;Jouy>Rueil;Rueil>Jouy;0;0;0;0;"PR12;3 à 27";PR14 à 0;0;0;0;0;SC PR25 à 17;0;PR 25 à 24;0;0;0;0;0;0;Bagnolet>Rosny + PR16>ADP;ADP>Bagnolet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR13 à 7 Paris Nord;0;0;0;0;0;0;0;A6>N6;0;0;0;0;0;0;BP> Rungis;HA12N> BP;0;0;0;0;0;0;0;0;0;0;0;0;A10Y>N20Y;0;0;0;0;0;0;0;0;PR63 à 60;0;0;0;PR28 à 18;0;0;PR0 à 8;"PR8;8 à 8";0;PR25 à 12;0;0;0;0;0;0;0;0;0;0;0;N13>A86;B5;D913>D13;0
;jeudi;23;;vendredi;24;Quai dIssy>Dauphine;Muette>A13;VSB E;0;0;C;0;N;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"PR12;3 à 27";PR14 à 0;0;0;0;0;SC PR25 à 17;0;PR 25 à 24;0;0;0;0;0;0;PR16>ADP;ADP>Bagnolet;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR13 à 7;0;0;0;0;0;0;0;0;0;Bret N7W xN186 ext;0;0;0;0;0;0;0;0;Y;W;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR63 à 60;0;0;0;PR28 à 18;0;0;PR0 à 8;"PR8;8 à 8";0;PR25 à 12;0;0;0;0;0;0;0;0;0;0;0;N13>A86;B5;D913>D13;0
;ven;24;;sam;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;sam;25;;dim;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;dim;26;;lun;27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
;lundi;27;;mardi;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;PR23 à 14;0;0;0;0;PR25 à 17;0;PR 25 à 24;0;0;0;0;0;0;0;0;92>A3;A3>D7;A3>A4;A4>RD42;0;0;0;"PR9;7 à 13";0;"PR9;7 à 13";0;0;0;0;0;0;VL D334>A4;0;PR4 à 13;0;N4>A5b;0;0;0;0;0;0;0;0;0;0;0;0;0;PR5 à 9;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;PR63 à 60;" PontPR48;8";0;0;PR28 à 18;0;0;PR0 à 8;0;PR12 à 25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;D914>D13 Sortie 4>93;93>D7>A15
;mardi;28;;mercredi;29;Gentilly>Dauphine;0;0;0;0;0;0;N;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;PR23 à 14;0;0;0;0;PR25 à 17;0;PR 25 à 24;0;0;0;0;0;0;0;0;92>A3;A3>D7;A3>A4;A4>RD42;0;0;0;"PR9;7 à 13";0;"PR9;7 à 13";0;0;0;0;0;0;VL D334>A4;0;PR4 à 13;0;N4>A5b;0;0;0;0;0;0;0;0;0;0;0;0;0;PR5 à 9;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;PR63 à 60;" PontPR48;8";0;0;PR28 à 18;0;0;PR0 à 8;0;PR12 à 25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Sortie 4>93;93>D7>A15
;mercredi;29;;jeudi;30;0;Maillot>Chatillon;0;0;0;0;0;S;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;PR27 à 23;0;0;0;0;PR25 à 17;0;PR 25 à 24;0;0;0;0;0;0;0;0;N410>A3;A3>D7;A3>RD42;A4>RD42;0;0;0;"PR9;7 à 13";0;"PR9;7 à 13";0;0;0;0;0;0;VL D334>A4;0;PR4 à 13;0;N4>A5b;0;0;0;0;0;0;0;0;0;0;0;0;0;PR5 à 9;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;PR63 à 60;" PontPR48;8";0;0;PR28 à 18;0;0;PR0 à 8;0;PR12 à 25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93>D7>D19
juin;jeudi;30;;vendredi;31;0;Maillot>Chatillon;VSB E;0;0;0;0;0;0;0;0;0;0;0;A86>A13;A13>A86;0;0;0;0;0;0;0;PR27 à 23;0;0;0;0;PR25 à 17;0;PR 25 à 24;0;0;0;0;0;0;0;0;N410>A3;A3>D7;A3>RD42;A4>RD42;0;0;0;"PR9;7 à 13";0;"PR9;7 à 13";0;0;0;0;0;0;VL D334>A4;0;PR4 à 13;0;N4>A5b;0;0;0;0;0;0;0;0;0;0;0;0;0;PR5 à 9;0;0;0;0;0;0;0;0;0;0;0;0;PR28 à 9;0;0;0;0;PR7 à 15;PR15 à 7;0;0;0;PR63 à 60;" PontPR48;8";0;0;PR28 à 18;0;0;PR0 à 8;0;PR12 à 25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93>D7>D19
;ven;31;;sam;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;PR0 à 8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
